Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Popeye's Chicken & Biscuits,1 Bartley Bull Pky Brampton ON L6W 2J2,Restaurant,2019-09-25,
Popeyes Louisiana Kitchen,109-507 Lakeshore Rd E Mississauga ON L5G 1H9,Restaurant,2020-01-02,
Popeyes Louisiana Kitchen,37G-7205 Goreway Dr Mississauga ON L4T 2T9,Restaurant,2020-09-25,
Popeyes Louisiana Kitchen,1-10635 Bramalea Rd Brampton ON L6R 0C1,Restaurant,2020-02-14,
Popeyes Louisiana Kitchen,14-17 Worthington Ave Brampton ON L7A 2Y7,Restaurant,2019-12-03,
Popeyes Louisiana Kitchen,A1-5101 Dixie Rd Mississauga ON L4W 5K1,Restaurant,2020-01-20,
Popeyes Louisiana Kitchen,12550 Hwy 50 Bolton ON L7E 1M7,Restaurant,2020-01-17,
Popeyes Louisiana Kitchen,101-2515 Hurontario St Mississauga ON L5A 4C8,Restaurant,2020-02-28,
Popeyes Louisiana Kitchen,315 Royal W Dr Brampton ON L6X 5K8,Restaurant,2019-07-22,
Popeyes Louisiana Kitchen,G2-2925 Queen St E Brampton ON L6T 3S1,Restaurant,2021-01-29,
Popeye's Louisiana Kitchen,1-2-269 Queen St E Brampton ON L6W 2C2,Restaurant,2019-11-14,
Popeye's Louisiana Kitchen,8-320 Main St Brampton ON L6V 4A3,Restaurant,2019-11-18,
Popeye's Louisiana Kitchen,7A-325 Central Pkwy W Mississauga ON L5B 3X5,Restaurant,2020-07-14,
Popeye's Louisiana Kitchen,B2-55 Square One Dr Mississauga ON L5B 0E2,Restaurant,2020-10-26,
Popeyes Louisiana Kitchen Heartland,3 - 4-5985 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2020-02-05,
Popeyes Lousiana Kitchen,7080 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2021-02-03,
Popular Pizza,6-7980 Kennedy Rd S Brampton ON,Restaurant,2020-08-31,
Popular Pizza,12-5380 Terry Fox Way Mississauga ON L5V 3A4,Restaurant,2019-08-13,
Popular Pizza,2-499 Ray Lawson Blvd Brampton ON L6Y 4E6,Restaurant,2019-12-17,
Popular Pizza,10215 Kennedy Rd N Brampton ON L6Z 0C5,Restaurant,2020-02-10,
Port Credit Social House,1 Port St E Mississauga ON L5G 4N1,Restaurant,2019-12-11,
Port Credit Yacht Club,115 Lakefront Promenade Mississauga ON L5E 3G6,Restaurant,2020-03-12,
porta via,103-7145 West Credit Ave Mississauga ON L5N 6J7,Restaurant,2019-11-20,
Portas Do Mar,1-389 Main St N Brampton ON L6X 3P1,Restaurant,2019-08-13,
Portland Jerk,3-9025 Torbram Rd Brampton ON L6S 3L2,Restaurant,2020-02-28,
Pos Bueno Mexican Restaurant & Bar,53 George St S Brampton ON L6Y 1T4,Restaurant,2019-09-25,
Posta,A102-31 Lakeshore Rd E Mississauga ON L5G 4V5,Restaurant,2019-11-13,
Postcard Restaurant & Bar,5825 Dixie Rd Mississauga ON L4W 4V7,Restaurant,2020-03-11,
Potluck,J10-6590 Meadowvale Town Centre Cir Mississauga ON L5N 2R5,Restaurant,2020-12-07,
Potluck Restaurant,40-7070 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2019-09-18,
Potluck Restaurant & Caterers,D3-1107 Britannia Rd E Mississauga ON L4W 3X1,Restaurant,2020-02-12,
Potluck Restaurant and Caterers,2-21 Dundas St E Mississauga ON L5A 1V9,Restaurant,2020-09-16,
Prem Sweets,32-4525 Ebenezer Rd Brampton ON L6P 2K8,Restaurant,2019-09-11,
Prem Sweets & Restaurant,607-20 Gillingham Dr Brampton ON L6X 4X7,Restaurant,2019-08-30,
Prem Sweets and Restaurant,1-4550 Ebenezer Rd Brampton ON L6P 2R2,Restaurant,2019-09-11,
Pronto Cafe and Eatery,4-5-980 Pacific Gate Mississauga ON L5T 1Y1,Restaurant,2019-12-13,
Prosports Bar and Restaurant,1A-630 Peter Robertson Blvd Brampton ON L6R 1T4,Restaurant,2019-11-28,
Pub On Main,2-20 Main St S Brampton ON L6W 2C3,Restaurant,2020-01-27,
Pump House Grille Co.,40 Lakeshore Rd E Mississauga ON L5G 1C8,Restaurant,2019-12-05,
Pumpernickel's Deli and Catering,105-1 Robert Speck Pky Mississauga ON L4Z 3M3,Restaurant,2020-02-25,
Punjabi By Nature,57-58-8887 The Gore Rd Brampton ON L6P 2K9,Restaurant,2020-10-29,
Punjabi Chaap Corner Canada,6-7305 Bramalea Rd Mississauga ON L5S 1W4,Restaurant,2021-01-18,
Punjabi Dhaba,3-2855 Derry Rd E Mississauga ON L4T 1A6,Restaurant,2019-11-19,
Punjabi Haveli Fine Indian Cuisine,1-361 Parkhurst Square Brampton ON L6T 0C2,Restaurant,2021-02-01,
Punjabi Sizzlers,8-1975 Cottrelle Blvd Brampton ON L6P 3A1,Restaurant,2019-12-23,
Punjabi Tadka Sweets & Restaurant,L1 & L2-10510 Torbram Rd Brampton ON L6R 3N9,Restaurant,2020-03-06,
Pure Gold Adult Entertainment - Gold Wave Kitchen,2630 Royal Windsor Dr Mississauga ON L5J 1K6,Restaurant,2019-09-10,
Quality Inn,50 Britannia Rd E Mississauga ON L4Z 2G2,Restaurant,2019-12-02,
"Queen Gypsy, The",10 Main St S Brampton ON L6W 2C3,Restaurant,2019-10-25,
Queen's Fish and Chips,131 Queen St S Mississauga ON L5M 1K9,Restaurant,2019-08-23,
Quesada,2C-5067 Dixie Rd Mississauga ON L4W 5S6,Restaurant,2019-11-05,
Quesada Burrito & Tacos,40 McEwan Dr. E Bolton ON L7E2Y3,Restaurant,2020-01-22,
Quesada Burritos,4-1560 Dundas St E Mississauga ON,Restaurant,2020-01-30,
Quesada Burritos & Tacos,7-10045 Hurontario St Brampton ON L6Z 0E6,Restaurant,2020-03-05,
Quesada Burritos and Tacos,100-15 Gateway Blvd Brampton ON L6T 0G3,Restaurant,2019-07-19,
Quesada Burritos and Tacos,M5-3041 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2020-09-29,
Quesada Burritos and Tacos,H102-60 Resolution Dr Brampton ON L6W 0A3,Restaurant,2019-11-06,
Quik Chik,J-06-35 Resolution Dr Brampton ON L6W 0A5,Restaurant,2020-01-30,
Quik Chik,3-1476 Dundas St E Mississauga ON L4X 1L4,Restaurant,2020-02-14,
Quik Chik,16-801 Matheson Blvd W Mississauga ON L5V 2N6,Restaurant,2020-08-20,
Quik Chik,B2-1-8970 Chinguacousy Rd Brampton ON L6Y 5X6,Restaurant,2020-01-27,
Quiznos Sub,C11-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-09-25,
Quiznos Sub,1-2880 Queen St E Brampton ON L6T 3S1,Restaurant,2019-12-12,
Quizno's Sub,B-7460 Airport Rd Mississauga ON L4T 2H6,Restaurant,2019-09-04,
Quizno's Sub,105-5170 Dixie Rd Mississauga ON L4W 1E3,Restaurant,2019-12-05,
R Corner Diner,19-2386 Haines Rd Mississauga ON L4Y 1Y6,Restaurant,2019-11-06,
Radha Krushna,1-3075 Ridgeway Dr Mississauga ON L5L 5M6,Restaurant,2020-10-01,
Radica's Hot and Spicy,3-3105 Winston Churchill Blvd Mississauga ON L5L 5S3,Restaurant,2020-03-12,
Radisson Toronto Airport West - Regent Restaurant,175 Derry Rd E Mississauga ON L5T 2Z7,Restaurant,2020-01-23,
Rajdhani Express,407-25 Peel Centre Dr ON L6T 3R5,Restaurant,2019-09-10,
Rajdhani Express,499 Main St S Brampton ON,Restaurant,2019-10-07,
Rajdhani Sweets & Restaurant,106-2260 Bovaird Dr E Brampton ON L6R 3J5,Restaurant,2021-02-04,
Rajdhani Sweets & Restaurant,60 Biscayne Crescent Brampton ON L6W 4S1,Restaurant,,
Rajdhani Sweets & Restaurant,19-20-811 Bovaird Dr W Brampton ON L6X 0T9,Restaurant,2020-02-21,
Rajdhani Sweets & Restaurant,10-6975 Meadowvale Town Ctre Cir Mississauga ON L5N 2W7,Restaurant,,
Rama Gaming Centre - Kozy Kitchen,2295 Battleford Rd Mississauga ON L5N 2W8,Restaurant,2020-03-09,
Rapizza,A5-5101 Dixie Rd Mississauga ON L4W 0E6,Restaurant,2020-11-25,
Rashmi's Bakery,9-3611 Mavis Rd Mississauga ON L5C 1T7,Restaurant,2019-10-16,
Rasna Sweets & Restaurant,1-105 Kennedy Rd S Brampton ON L6W 3G2,Restaurant,2020-02-28,
Rasovara,8-2560 Shepard Ave Mississauga ON L5A 4E1,Restaurant,2020-02-28,
Raw Aura,B-94 Lakeshore Rd E Mississauga ON L5G 2Y8,Restaurant,2019-12-05,
Real Authentic Jamaican Restaurant & Bar,16-7385 Torbram Rd Mississauga ON L4T 3Y9,Restaurant,2019-11-21,
Real Fruit Bubble Tea,499 Main St S Brampton ON,Restaurant,2019-10-07,
Real Fruit Bubble Tea,10-6085 Creditview Dr Mississauga ON L5V 2A8,Restaurant,2020-03-16,
Real Punjabi Taste,11-4 McLaughlin Rd S Brampton ON L6Y 3B2,Restaurant,2020-01-07,
"Rec Room - Kitchen & Bar Upper Level, The",1-705 UL-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-22,
"Rec Room - Kitchen Lower Level, The",1-705 LL-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-22,
Red Chilli Chinese Cuisine,1-8285 Financial Drive 1 Brampton Ontario L6Y 1M1,Restaurant,2020-02-10,
Red Lobster,790 Burnhamthorpe Rd W Mississauga ON L5C 4G3,Restaurant,2019-10-28,
Red Lobster,368 Queen St E Brampton ON L6V 1C3,Restaurant,2020-09-15,
Red Lotus Restaurant,11-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2020-03-10,
Red Onion Family Restaurant,14010 Hurontario St Caledon ON L7C 2C1,Restaurant,2019-11-27,
Red Panda Pavilion,730 Lakeshore Rd E Mississauga Ontario L5G 1J6,Restaurant,2020-09-23,
Red Rocket - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-10,
Red Spoon,2-3B-1076 Cardiff Blvd Mississauga ON L5S 1M4,Restaurant,2019-11-12,
Reddafire Restaurant & Bar,D4-900 Rathburn Rd W Mississauga ON L5C 4L3,Restaurant,2020-10-22,
Red's Square One,2-815-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-10-29,
Reggae Fusion Caribbean Restaurant,31-3115 Winston Churchill Blvd Mississauga ON L5L 2W1,Restaurant,2020-02-12,
Reggae Fusion Caribbean Restaurant,9-1087 Meyerside Dr Mississauga ON L5T 1M5,Restaurant,2019-12-02,
Rejeannes Bar and Grill,700 Balmoral Dr Brampton ON L6T 1X2,Restaurant,2020-11-17,
Rena Cuisine,2708 Rena Rd Mississauga ON L4T 3J9,Restaurant,2020-02-05,
Residence Inn by Marriott - Gatehouse,7005 Century Ave Mississauga ON L5N 7K2,Restaurant,2020-01-17,
Residence Inn By Marriott - Restaurant,5070 Creekbank Rd Mississauga ON L4W 5R2,Restaurant,2019-11-14,
Residence Inn By Marriott - Restaurant,55 Courtneypark Mississauga ON,Restaurant,2019-07-10,
Residence Inn by Marriott Mississauga Southwest - Restaurant,2145 North Sheridan Way Mississauga ON L5K 1A3,Restaurant,2020-10-30,
revitasize natural juice kitchen,2021 Cliff Rd Mississauga ON L5C 1V3,Restaurant,2020-03-05,
Reyan Restaurant,75 Dundas St W Mississauga ON L5B 1H7,Restaurant,2019-08-06,
Richtree Natural Market Restaurants,1-710-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2020-02-26,
Rick's Good Eats,1-6660 Kennedy Rd Mississauga ON L5T 2M9,Restaurant,2019-12-04,
Ricky & Trisha Roti & Doubles,35-2565 Steeles Ave E Brampton ON L6T 4L6,Restaurant,2020-03-04,
River Ridge Cafe & Restaurant,B-17220 Hwy 50 Caledon ON L7E 0L1,Restaurant,2020-02-05,
Riverside Grill Restaurant,65 Queen St N Caledon ON L7E 1C1,Restaurant,2019-12-12,
RJ's on Chrysler Inc.,8-125 Chrysler Dr Brampton ON L6S 6L1,Restaurant,2019-12-09,
RJ's on the Main Street,5-370 Main St N Brampton ON L6V 4A4,Restaurant,2020-02-11,
RK Sweets & Restaurant,4-755 Dundas St W Mississauga ON L5C 3B6,Restaurant,2020-03-13,
Roc N Doc's,105 Lakeshore Rd E Mississauga ON L5G 1E2,Restaurant,2019-11-14,
Rogers - Compass Group - Tim Hortons,8200 Dixie Rd Brampton ON L6V 2M6,Restaurant,2019-12-20,
Rogues Restaurant,23-1900 Dundas St W Mississauga ON L5K 1P9,Restaurant,2020-02-24,
Roma Italian Restaurant,10-6350 Tomken Rd Mississauga ON L5T 1Y3,Restaurant,2019-11-27,
Roman Zaman,8-325 Central Pkwy W Mississauga ON L5B 3X9,Restaurant,2019-11-11,
Roosters Restaurant & Lounge,40 Avondale Blvd Brampton ON L6T 3R5,Restaurant,2019-12-18,
Roti On De Run,1-7195 Torbram Rd Mississauga ON L4T 1G7,Restaurant,2019-10-15,
Royal Ambassador-Tent,15430 Innis Lake Rd Caledon ON L7C 2Z8,Restaurant,2019-07-26,
Royal India Banquet Inc.,15-17-31 Melanie Dr Brampton ON L6T 5H8,Restaurant,2020-03-12,
Royal India Sweets & Restaurant,116 Kennedy Rd S Brampton ON L6W 3E9,Restaurant,2019-11-27,
Royal Jasmine,3-5165 Dixie Rd Mississauga ON L4W 4G1,Restaurant,2020-03-02,
Royal Kabob,10 Flowertown Ave Brampton ON L6X 2J9,Restaurant,2020-01-08,
Royal Kabob,112-284 Queen St E Brampton ON L6V 1C2,Restaurant,2019-09-04,
Royal Paan,31-8887 The Gore Rd Brampton ON L6P 2K9,Restaurant,2019-12-18,
Royal Paan,35-7920 Hurontario St Brampton ON L6Y 0P7,Restaurant,2020-02-21,
Royal Taste Sweets and Restaurant,4-10990 Chinguacousy Rd Brampton ON L7A 0P1,Restaurant,2020-12-07,
Roywoods,2-431-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,,
Saaral South Indian Restaurant,no site address,Restaurant,,
Sabroso Pita Express,15-380 Bovaird Dr E Brampton ON L6Z 2S1,Restaurant,2020-01-09,
Sahara Express,"#6-7235 Bellshire Gate Mississauga, Ontario L5N 7X1",Restaurant,2020-03-09,
Sahara Restaurant,3-1855 Dundas St E Mississauga ON L4X 1M1,Restaurant,2020-10-21,
Sai Sweets,21-7916 Hurontario St Brampton ON L6Y 0B6,Restaurant,2019-10-17,
Saigon House,295 Queen St E Brampton ON L6W 4S6,Restaurant,2020-09-02,
Salt & Pepper Hakka Chinese,4-35 Brunel Rd Mississauga ON L4Z 3E8,Restaurant,2019-09-26,
Samaka Mediterranean Seafood,2-5120 Dixie Rd Mississauga ON L4W 4K2,Restaurant,2019-11-06,
Sami's Kitchen,1-1801 Britannia Rd E Mississauga ON L4W 1S6,Restaurant,2019-11-08,
Sammy's Chinese Restaurant,19-1151 Dundas St W Mississauga ON L5C 1C6,Restaurant,2020-02-18,
Sammy's Grill,16-15 Allan Dr Caledon ON L7E 2B5,Restaurant,2019-08-14,
Samooon Resto & Lounge,845 Lakeshore Rd E Mississauga ON L5E 1C9,Restaurant,2020-08-10,
Sam's Hoagies,3-700 Balmoral Brampton ON L6T 1X2,Restaurant,2019-09-30,
Sam's Pita & Grill,10-1380 Cardiff Blvd Mississauga ON L5S 1P9,Restaurant,2019-12-13,
San Francesco Foods,1-3045 Clayhill Rd Mississauga ON L5B 4L2,Restaurant,2019-10-23,
San Francescos Foods,4-1510 Dundas St E Mississauga ON,Restaurant,2020-03-05,
San Francesco's Foods,2979 Unity Gate Mississauga ON L5L 3E5,Restaurant,2020-03-12,
San Francisco Place Inc,4-130 Queen St E Brampton ON L6V 1B1,Restaurant,2019-09-05,
"Sandwich Board, The",90 Matheson Blvd W Mississauga ON L5R 3P4,Restaurant,2019-06-21,
Sandwich Delight,128-1550 Enterprise Rd Mississauga ON L4W 4P4,Restaurant,2019-10-10,
Sanjhi Rasoi,1-2565 Steeles Ave Brampton ON L6T 4L6,Restaurant,2020-03-12,
Sansotei Ramen,2-817-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-12-03,
Santa Maria Restaurant & Bar,A-157 East Dr Brampton ON L6T 1B5,Restaurant,2019-12-06,
Santo Tinto,1727 Lakeshore Rd W Mississauga ON L5J 1J4,Restaurant,2019-12-05,
Saravanaa Bhavan,12B-4559 Hurontario St Mississauga ON L4Z 1A6,Restaurant,2019-09-19,
Sardar Ji,7-8-15 Brisdale Dr Brampton Ontario L7A 0S9,Restaurant,,
Sardarji Bar and Grill,170 Bovaird Dr W Brampton ON L7A 1A1,Restaurant,2020-07-13,
Saucy,1-111 Queen St S Mississauga ON L5M 6B5,Restaurant,2020-03-10,
Scaddabush Italian Kitchen & Bar,209 Rathburn Rd W Mississauga ON L5B 4C1,Restaurant,2019-11-04,
Scott Mission Camp - Food Service,3852 The Grange Srd Caledon ON L7C 0C3,Restaurant,2019-08-13,
Scotty Bons Caribbean Grill,107-148 WEST DRIVE BRAMPTON Ontario L6T 5P1,Restaurant,2020-12-03,
Second Cup,100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-06,
Second Cup,91 Lakeshore Rd E Mississauga ON L5G 1E2,Restaurant,2019-12-03,
Second Cup,6-727 Central Pky W Mississauga ON L5B 4L1,Restaurant,2020-03-12,
Second Cup,E2-4553 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-01-09,
Second Cup,R4-4100 Living Arts Dr Mississauga ON L5B 0C3,Restaurant,2020-01-21,
Second Cup,1-5985 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2020-02-24,
Second Cup,7700 Hurontario St Brampton ON L6Y 4M3,Restaurant,2019-11-21,
Sector 17,14-4550 Ebenezer Rd Brampton ON L6P 1H4,Restaurant,2020-12-10,
Sector 17 Restaurant,180 Clarence St Brampton ON L6W 1T3,Restaurant,2019-09-18,
Seens Deli & Grill,59-499 Main St S Brampton ON L6Y 1N7,Restaurant,2019-12-03,
Sehmi Sushi,3-3015 Winston Churchill Blvd Mississauga ON L5L 2V8,Restaurant,2019-11-08,
Select Sandwich,336-50 Burnhamthorpe Rd W Mississauga ON L5B 3C2,Restaurant,2019-08-26,
Senor Burrito,104-2155 Leanne Blvd Mississauga ON L5K 2K8,Restaurant,2020-02-03,
SHAHI TANDOOR,"24, 25-60 Cottrelle Blvd Brampton ON L6S 0E1",Restaurant,2019-12-04,
Shandra's Roti Shop,19-5030 Maingate Dr Mississauga ON L4W 1N5,Restaurant,2020-01-23,
Shanghai 360,731-25 Peel Centre Dr Brampton ON,Restaurant,2020-02-04,
Shanghai House,1014 Burnhamthorpe Rd E Mississauga ON L4Y 2X6,Restaurant,2020-01-21,
Shawarma Alzaeem,2+3-1018 Eglinton Ave E Mississauga ON L4W 1K3,Restaurant,2020-03-05,
Shawarma Box,GR12-25 Watline Ave Mississauga ON L42 2Z1,Restaurant,2020-12-09,
Shawarma Box,3-5067 Dixie Rd Mississauga ON L4W 5S9,Restaurant,2019-11-05,
Shawarma Corner,239 Queen St E Brampton ON L6W 2B5,Restaurant,2021-01-05,
Shawarma Falafel & Bakery,10 - B-31 Melanie Dr Brampton ON L6T 5H8,Restaurant,2019-09-11,
Shawarma Hut,A4-17 Queen St N Mississauga ON L5N 6A1,Restaurant,2019-12-03,
Shawarma King,7-345 Queen St W Brampton ON L6X 1B4,Restaurant,2019-10-24,
Shawarma Point Wingz N Thingz,3-332 Main St N Brampton ON L6V 1P8,Restaurant,2020-12-08,
Shawarma Queen,105-10 Gillingham Dr Brampton ON L6X 5A5,Restaurant,2019-10-03,
Shawarma Royale,G102-85 Montpelier St Brampton ON L6Y 0C3,Restaurant,2019-10-02,
Shawarma Royale,7-6039 Erin Mills Pkwy Mississauga ON L5N 0G5,Restaurant,2019-07-11,
Shawarnado,2-4870 Tomken Rd Mississauga ON L4W 1J8,Restaurant,2019-11-22,
Sheraton Gateway Hotel - 8th floor Club Lounge - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-12-12,
Sheraton Gateway Hotel (Mahogany Grill) - Terminal 3,BT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-12-12,
Sher-E-Punjab Bar and Grill,249 Queen St E Brampton ON L6V 1C2,Restaurant,,
Shish Mahal Indian Cuisine,3176 Ridgeway Dr Mississauga ON L5L 5R4,Restaurant,2019-11-21,
Shisha Licious,1-5130 Dixie Rd Mississauga ON L4W 4K2,Restaurant,2019-05-27,
Shishalicious,803 Dundas St E Mississauga ON L4Y 2B6,Restaurant,2019-09-11,
Shoeless Joe's,6570 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2020-03-12,
Shore Grill and Grotto,71 Lakeshore Rd E Mississauga ON L5G 1C9,Restaurant,2019-11-14,
Shriji Express,2-155 Clark Blvd Brampton ON L6T 4G6,Restaurant,2020-01-10,
Shy Lounge,13-5 McMurchy Ave N Brampton ON L6X 2R6,Restaurant,2020-11-13,
Sikgaek,A-800 Dundas St E Mississauga ON L4Y 2B6,Restaurant,2020-02-19,
Silk Road Restaurant,1852 Dundas St E Mississauga ON L4X 1L9,Restaurant,2020-02-18,
Silva's BBQ,C5-925 Rathburn Rd E Mississauga ON L4W 4C3,Restaurant,2020-02-13,
Silver Spoon Takeout & Catering,249 Queen St E Brampton ON L6W 2B8,Restaurant,2021-02-02,
Simply Indian Sweets & Restaurant,106-275 Gardenbrooke Trail Brampton ON L6P 3L1,Restaurant,2020-07-27,
Singapore Garden Restaurant,226 Queen St E Brampton ON L6V 1B8,Restaurant,2021-02-10,
Sizzlo'z,C1-5606 Tenth Line W Mississauga ON L5M 7L9,Restaurant,2021-01-27,
Skewers,723 Lakeshore Rd E Mississauga ON L5G 1J7,Restaurant,2020-03-12,
Sky Zone Indoor Trampoline Park,3636 Hawkestone Rd Mississauga ON L5C 2B2,Restaurant,2021-01-30,
Skymark Deli,110-2630 Skymark Ave Mississauga ON L4W 5A4,Restaurant,2019-12-11,
Skymark Deli,103-2000 Argentia Rd Mississauga ON L5N 1W1,Restaurant,2020-09-10,
Skymark Deli,103-2000 Argentia Rd Mississauga ON L5N 1V9,Restaurant,2020-03-12,
SkyView Lanes,3 Industrial Rd Caledon ON L7E 5T2,Restaurant,2019-12-17,
Skyview Restaurant & Lounge,50 Kennedy Rd. S Brampton L6W 3R7,Restaurant,2020-02-05,
Skyway Cafe,32-2410 Lucknow Dr Mississauga ON L5S 2V1,Restaurant,2020-02-28,
Skyway Jack's,2-6461 Mississauga Rd Mississauga ON L5N 1A6,Restaurant,2019-12-04,
Sls Eazy Carry Take-out Restaurant,16-2275 Britannia Rd W Mississauga ON L5M 2G6,Restaurant,2019-10-21,
Smart Virtual Kitchens,15-8 Strathearn Ave Brampton ON L6T 4L9,Restaurant,,
Smoke's Poutinerie,1-85 Resolution Dr Brampton ON L6W 0A6,Restaurant,2020-01-16,
Smoke's Poutinerie City Centre,4032 Confederation Pkwy Mississauga ON L5B 0G4,Restaurant,2020-02-24,
Snug Harbour,14 Stavebank Rd S Mississauga ON L5G 2T1,Restaurant,2020-08-07,
Social Eatery,I-6610 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2019-09-23,
Sockan Cafe,N-10510 Torbram Rd Brampton ON L6R 3N9,Restaurant,2019-12-17,
Soghaat Sweets & Bakers,5-6400 Millcreek Dr Mississauga ON L5N 3E7,Restaurant,2019-12-12,
Solstice Pasta Pizza Bar,111-112-1801 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2020-03-03,
Somethin' Sweet 4U,10-5955 Latimer dr Mississauga ON L5V 0B7,Restaurant,2020-01-17,
Song Cook,5-1310 Dundas St E Mississauga ON L4Y 2C1,Restaurant,2019-12-06,
Soup du Jour,101-170 McEwan Dr Caledon ON L7E 4C8,Restaurant,2020-02-20,
Souperlicious,5-380 Bovaird Dr E Brampton ON L6Z 3S8,Restaurant,2020-01-14,
South Indian Dosa Mahal,15A-2150 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Restaurant,2020-01-20,
South N' Spicy,17-4099 Erin Mills Pky Mississauga ON L5L 3P9,Restaurant,2020-02-05,
South St. Burger Co.,7-3021 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2019-10-22,
Southcreek Donuts,2100 Dundas St E Mississauga ON L4X 1L9,Restaurant,2020-02-18,
Southeast Mango,A3-5015 Spectrum Way Mississauga ON L4W 0E4,Restaurant,2019-10-08,
South-Western Recreation and Sauna Club - Restaurant,9B-2200 Dundas St E Mississauga ON L4X 2V3,Restaurant,2020-02-28,
Souvlaki Hut,B-1725 Lakeshore Rd W Mississauga ON L5J 1J5,Restaurant,2020-01-14,
Souvlaki Hut,51 Lakeshore Rd E Mississauga ON L5G 1C8,Restaurant,2019-11-11,
Spice & Aroma,3B-157 Dundas St E Mississauga ON L5A 1W8,Restaurant,2019-10-09,
Spice Culture Bar & Grill,"25 Aventura Court Mississauga, ONT L5T 3A1",Restaurant,2019-09-26,
Spice Lounge & Tapas,52 Lakeshore Rd E Mississauga ON L5G 1E1,Restaurant,2020-07-02,
Spicy Island Jerk,2-135 Main St N Brampton ON L6X 1M9,Restaurant,2019-09-11,
Spicy Touch,3A-375 Howden Blvd Brampton ON L6S 4L6,Restaurant,2019-09-12,
Spoonful,285-499 Main St S Brampton ON L6Y 1N7,Restaurant,2020-01-08,
Sporting Club Ideal,9-75 Rosedale Ave Brampton ON L6X 1K4,Restaurant,2019-11-12,
Spot One Restaurant,289 Rutherford Rd S Brampton ON L6W 3R9,Restaurant,2019-11-22,
Spring Cafe,19-2425 Truscott Dr Mississauga ON L5J 2B4,Restaurant,2019-10-18,
Sprouts,H9-6956 Financial Dr Mississauga ON L5N 8J4,Restaurant,2020-03-12,
St Joseph Catholic Secondary School - Jaguar Joes,5555 Creditview Rd Mississauga ON L5V 2B9,Restaurant,2020-03-10,
St Louis Bar & Grill,1-2-6485 Mississauga Rd Mississauga ON L5N 1A6,Restaurant,2019-12-04,
St Louis Bar and Grill,2-29 Aventura Crt Mississauga ON L5T 3A1,Restaurant,2019-11-22,
St Louis Bar and Grill,1A-100 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-11-18,
St Louis Bar and Grill,1-301 Queen St S Caledon ON L7E 2B1,Restaurant,2019-11-28,
Stacy Lee's Family Restaurant,1-2-4 McLaughlin Rd S Brampton ON L6Y 3B2,Restaurant,2019-11-21,
Standard Sweet Restaurant,11-12-31 Steeplebush Ave Brampton ON L6R 3B4,Restaurant,2019-12-04,
Standard Sweets & Restaurant,16A-200 County Court Blvd Brampton ON L6W 4K7,Restaurant,2020-01-23,
Standard Sweets & Snacks,2877 Derry Rd E Mississauga ON L4T 1A6,Restaurant,2019-09-30,
Stanfield Grill House,102-2345 Stanfield Rd Mississauga ON L4Y 4C1,Restaurant,2019-11-19,
"Star Fast Food, The",64-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-12-03,
Starbucks,C101-1930 Fowler Dr Mississauga ON L5K 0A1,Restaurant,2019-10-03,
Starbucks,1-6055 Mavis Rd Mississauga ON L5R 4G6,Restaurant,2019-10-02,
Starbucks,111 Lakeshore Rd W Mississauga ON L5H 1E9,Restaurant,2019-09-13,
Starbucks,13-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-04-10,
Starbucks,3995 Cottrelle Blvd E Brampton ON L6P 2B9,Restaurant,2019-09-20,
Starbucks,19854 Airport Rd Caledon East ON L7K 0A1,Restaurant,2019-08-30,
Starbucks,161A-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-11-13,
Starbucks,4-2100 Hurontario St Mississauga ON L5B 1M8,Restaurant,2019-12-09,
