name,address,city,postal_code,latitude,longitude,stars,is_open,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating,categories,business_id
Com Tam 168,7077 Kennedy Rd,Markham,L3R 0Y5,43.8249829,-79.3075408,3.5,1,2,True,False,False,"Vietnamese, Restaurants",lDukJgkL2acR_yPDkvnwjw
Tim Hortons,2991 Erin Centre Boulevard,Mississauga,L5M 6B8,43.553640546,-79.7227966491,2.5,1,1,True,NA,False,"Coffee & Tea, Food, Restaurants, Cafes",RJ2kA6nQKXipoCiKwzxFnw
Willy's Jerk,"1616 Wilson Ave, North York",North York,M3L 1A6,43.7212789,-79.510282,1.5,1,1,True,False,False,"Caribbean, Restaurants",EC-RkjcWpy3b6-BcrVX2gw
Power King Hot Pot,"3255 Highway 7, Suite 263",Markham,L3R 3P3,43.8499166567,-79.3476620057,4,0,1,True,False,False,"Restaurants, Chinese, Hot Pot",NQF7wgb3mHfMPzy5owzxxQ
Eggsmart,2097 Weston Rd,Toronto,M9N 1X7,43.7022867,-79.5231386,4,1,NA,NA,NA,NA,"Restaurants, Breakfast & Brunch, Food",wurpJbu7mISq-7i27VG2mg
Golden Regency Restaurant,4300 Avenue Steeles E,Markham,L3R 0Y5,43.8259512,-79.3057108,3,0,2,NA,NA,False,"Restaurants, Chinese, Dim Sum",1Cylq9rdQ0JUgXsvvGtDBA
The Cherie  Bistro,538 Church Street,Toronto,M5B 2E1,43.66512,-79.3808763,4,1,NA,NA,NA,True,"Italian, Restaurants",STNYM0jpu32PLF2uNTrpbA
Goodlake,2976 Lake Shore Boulevard W,Toronto,M8V 1J9,43.6005663,-79.5068818,4.5,0,2,True,False,False,Restaurants,t5SXjiQlp-0ctHzYES2Juw
Lovely Pao,756 Wilson Avenue,Toronto,M3K 1E2,43.7314473,-79.4644852,4,1,NA,NA,NA,NA,"Filipino, Restaurants",YAVfnhzbDGCsoAL7_mI--g
MODO Fruit & Tea House,482 Dundas Street W,Toronto,M5T 1G9,43.6532173157,-79.3969573975,3,0,2,NA,NA,False,"Tea Rooms, Coffee & Tea, Food, Desserts, Internet Cafes",eCRXH-8rDwYmAmsOhEG7ug
Tortería San Cosme,181 Baldwin Street,Toronto,M5T 1L9,43.6547097,-79.4005786,3.5,1,2,True,False,False,"Mexican, Restaurants",7HUEqrj4aa_u3kl-o-e9_Q
Ali Baba's Restaurant,1283 Bloor St W,Toronto,M6H 1N7,43.6583179,-79.442467,4,1,1,True,False,False,"Restaurants, Mediterranean",fkMSJoaQrC357C-ltpf9Ug
Pine House Cafe,21-5661 Steeles Avenue E,Toronto,M1V 5P6,43.8318675265,-79.2659023002,3.5,1,1,True,False,False,"Restaurants, Chinese, Cafes, Breakfast & Brunch, Asian Fusion",q3ilBINLR7KoBBlxSqCvlA
Touti Gelati and Cafe,1865 Queen Street E,Toronto,M4L 3Z9,43.6687257,-79.3058473,4,1,1,True,False,False,"Food, Desserts, Restaurants, Bakeries, Cafes, Coffee & Tea",M64mDfxaHtBGdn6AoTVwxg
Piazza Manna,175 Bloor Street E,Toronto,M4W 3R8,43.6708866,-79.3824126,3,0,1,True,False,False,"Restaurants, Pizza",xHFIFxWvny6CDnKvNk2UKw
Macy's Diner & Delicatessen,2257 Royal Windsor Drive,Mississauga,L5J 1K5,43.5064432,-79.6354266,4.5,0,2,True,False,False,"Delis, Sandwiches, Diners, Restaurants",13j0faXv4etP-ULPeFFU2g
Dragon Delight,825 St Clair Avenue W,Toronto,M6C 1B9,43.680416,-79.431034,3,1,1,True,True,True,"Restaurants, Ethnic Food, Chinese, Food, Specialty Food",Uf0NdSvJnFbwbXua7abULg
Wildly Delicious at the Distillery,11 Tank House Lane,Toronto,M5A 3C4,43.6503674,-79.3589235,4,1,2,True,False,True,"Coffee & Tea, Specialty Food, Cheese Shops, Sandwiches, Restaurants, Food, Cafes",sTV4qyjDkY5cLvx2omtLyw
Giggling Tomatoes,90 Pertosa Drive,Brampton,L6X 5E9,43.682255,-79.803936,3.5,1,2,True,False,NA,"Sandwiches, Restaurants",BOSW5b4M9HfahncpXAfn-g
C4 Centre,2644A Eglinton Avenue E,Toronto,M1K 2S3,43.7360629,-79.2511983,2.5,1,NA,NA,NA,NA,"Bowling, Active Life, Restaurants, Cafes",2fDzEmG_wIcYn5gdtD9cUQ
Aqua Grill,15150 Yonge Street,Aurora,L4G 1M2,43.9973266,-79.4671906,4,1,3,NA,NA,NA,"Event Planning & Services, American (Traditional), Restaurants, Caterers",Yt1-q9a7ABvujgkyCuKSAg
Delicia Bakery & Pastry,2864 Lake Shore Boulevard  W,Etobicoke,M8V 1H8,43.6015162,-79.5029277,3.5,1,1,True,NA,NA,"Bakeries, Cafes, Food, Restaurants",AkpURQl7Uu2I_KPPRXYAYg
Poonam Delite,2658 Danforth Avenue,Toronto,M4C 1L4,43.6888991,-79.2995013,3,1,2,True,True,False,"Indian, Food, Restaurants",qCTuGaciae73u7C57s2_0Q
Botticelli Ristorante Bar & Grill,705 Applewood Crescent,Vaughan,L4L 5J8,43.7969482,-79.5361508,3,1,NA,False,NA,NA,"Bars, Burgers, Nightlife, Restaurants",G_HaLYT48kK8et57qTs2Xw
Casey's Grill Bar,3111 Convair Drive,Mississauga,L5B 1B2,43.6766726601,-79.6119047368,2.5,0,2,True,False,False,"American (Traditional), Restaurants",hRIBnrMH18ooBlfYZv2Qng
Popeyes Louisiana Kitchen,111 Times Avenue,Markham,L3T 0A2,43.8419052641,-79.391060398,3.5,1,2,True,False,False,"Chicken Wings, Fast Food, Restaurants, Food",TMQzMWEFqCsVUYGTmdJJnw
Paradise Pizza & Wings,3232 Steeles W,Concord,L4K 3B8,43.7751006,-79.5262486,4,1,1,True,True,False,"Restaurants, Pizza",tuzRD_Q4qE7i3J6pcaqgqg
The Edge Bar & Grill,205-273 Mackenzie Avenue,Ajax,L1S 1P7,43.8434638977,-79.0283203125,4.5,1,2,True,False,False,"American (Traditional), Nightlife, Restaurants, Pool Halls",n8DQv0x0JvBr_p5bywvxjg
Woodfire Sandwich Co.,3797 Lakeshore Boulevard W,Etobicoke,M8W 1R2,43.5923017,-79.5419431,3.5,0,2,True,False,False,"Sandwiches, Restaurants",-bjpE0kbTQZbqcRSIasntQ
Jules Bistro,147 Spadina Avenue,Toronto,M5V 2L7,43.6480901,-79.3956953,4,1,2,True,False,True,"Restaurants, Food, French",T4g4k2OhCTsiqcP-ZXElHQ
Karachi kababeez,"6700 Montevedio Road, Unit 2",Mississauga,L5N 1V1,43.5906454,-79.7585191,4.5,1,NA,True,True,False,"Food, Specialty Food, Restaurants, Halal, Pakistani",oyaLV7bHolkqSB2yd9qlvw
Bitondo's Pizzeria,11 Clinton Street,Toronto,M6J 2N7,43.6541434,-79.4131979,4,1,1,True,False,True,"Restaurants, Pizza, Italian",aIBvcOjkAURJJ-UH0G-s0g
Barootes Restaurant,220 King St W,Toronto,M5H 1K4,43.6472581,-79.3869509,3.5,0,2,NA,False,False,"Restaurants, Asian Fusion",vsR4mMcTM1z0cv8oXxDz2w
No. #1 jerk,2859 Kingston Road,Toronto,M1M 1N3,43.7219685,-79.2356653,3.5,1,NA,NA,NA,NA,"Caribbean, Restaurants",oOf6oJTIJskT-ATwarn7Qg
Mexico Lindo,1618 Bayview Ave,Toronto,M4S 1T3,43.706473,-79.3756,4,1,2,True,False,True,"Restaurants, Mexican",iL2pb5Khi6jV113vOVQCvA
Nōmads Restobar,699 Danforth Avenue,Toronto,M4J 1L2,43.6789261,-79.3436472,4,0,NA,True,NA,NA,"Restaurants, Bars, Canadian (New), Nightlife",GHrAwy2r9_JR-1OP9Toeyg
Plan B,2943A Bloor Street W,Toronto,M8X 1B3,43.6480261,-79.5074221,4.5,1,NA,NA,NA,NA,"Restaurants, South African, African",09Z8oXGu9qA9xBwzgSFVfg
Ti-Ki Ming,200 Front Street W,Toronto,M5V 3K2,43.6449355,-79.386151,2.5,1,NA,True,NA,NA,"Restaurants, Chinese",WuRe1cVirO93fDvuW-3u3g
The Wingery,970 Southdown Road,Mississauga,L5J 2Y6,43.5103037,-79.6302528,2,1,2,True,True,False,"Chicken Wings, Restaurants",kkQBX5G6N_zIntSGUnJcJQ
BarBurrito - Sheppard,4918 Yonge St,Toronto,M2N 5N5,43.7642671,-79.4120327,2.5,1,1,True,False,True,"Mexican, Restaurants, Fast Food",uN2oZDJGO078ExbbV_DGmA
Vinayagar Vilas,"85 Kennedy Road S, Unit 31",Brampton,L6W 3G1,43.6888683936,-79.7410468375,4,1,NA,True,NA,False,"Fast Food, Specialty Food, Restaurants, Food, Imported Food, Ethnic Food",jvOt8Ol5PGQqdlMwCdag7Q
The 3 Brewers,2041 Winston Park Dr,Oakville,L6H 6P5,43.5081166,-79.6686589,3,1,2,True,False,True,"Bars, Restaurants, Pubs, Food, Breweries, Nightlife, Canadian (New)",HTr7gRurfw_A6EgwGEwc4g
Sariwon Korean Bbq Restaurant,7388 Yonge St,Thornhill,L4J 8K2,43.8085942,-79.4234049,3,1,2,True,False,False,"Barbeque, Restaurants, Korean",Z8Q4V55fKi-huTpV7WDGsQ
Chunky Chicken,"6001 14th Avenue, Unit B2",Markham,L3S 0A2,43.855241,-79.257105,2.5,1,1,True,False,False,"Restaurants, Burgers, Fast Food, Chicken Shop, Chicken Wings, Halal",NdPbp-3uQKGnOpPo3s2Y8g
Milliken Bar & Restaurant,4016 Finch Avenue E,Toronto,M1S 3T6,43.8018725,-79.2955672,3.5,0,2,True,False,False,"Bars, Chinese, Restaurants, Canadian (New), Dim Sum, American (New), Adult Entertainment, Nightlife",z8oIoCT1cXz7gZP5GeU5OA
Red Kitchen,"314 Harwood Avenue S, Unit 8",Ajax,L1S 2J1,43.8442686357,-79.0187925473,4,0,2,True,True,False,"Restaurants, Thai, Vietnamese",TiywXuaGDhnKb4SoBf0dmA
Ortolan,1211 Bloor Street W,Toronto,M6H 1N4,43.6588251,-79.4399905,3.5,0,3,False,False,False,"French, Restaurants",bgzMrz4qzEfJ7qqNthcveA
Mezzetta Restaurant & Tapas Bar,681 Saint Clair Avenue W,Toronto,M6C 1A7,43.6815851,-79.4253974,3.5,1,2,True,False,False,"Mediterranean, Tapas Bars, Middle Eastern, Restaurants",4BZwZrm3atfkDkc0gV3sCQ
Safaryan,126 Brock Street,Whitby,L1N 4J8,43.8790633,-78.9421932,3,1,1,True,True,True,"Afghan, Restaurants, Mediterranean, Vegan, Middle Eastern",gS3vjabS7Hh2IX0B4rwaoQ
Medieval Times Toronto,10 Dufferin Street,Toronto,M6K 3C3,43.633528,-79.425126,4,1,4,False,False,False,"Dinner Theater, Restaurants, Arts & Entertainment, Stadiums & Arenas, Performing Arts, American (Traditional), Festivals",_kXHHT8RMqx9Ro8gWXE9kA
Flips Restaurant,575 Main Street N,Brampton,L6X 0G6,43.7042005164,-79.7853068621,3.5,1,2,False,False,False,"Restaurants, Breakfast & Brunch",lvOOJmJ4y0BLi31Muq3a8w
Loukoumania Café,"3120 Rutherford Road, Unit 10",Vaughan,L4K 0B1,43.831535511,-79.534793054,4.5,1,NA,True,False,NA,"Desserts, Coffee Roasteries, Food, Cafes, Tea Rooms, Restaurants",gPP5r9BiGiuHaNItXrpecw
Rolltation,207 Dundas Street W,Toronto,M5G 1C8,43.6547562,-79.3874925,4,1,2,True,True,False,"Sushi Bars, Salad, Restaurants, Japanese, Asian Fusion, Fast Food, Poke, Food",A6bnXx1see4yZSaVVCVDyw
Flip a Coin Tapas + Bar,121 Lakeshore Road W,Mississauga,L5H 1E9,43.5495292,-79.5877364,4,0,2,True,True,False,"Tapas Bars, Asian Fusion, Restaurants, Tapas/Small Plates",sxvV1B-6er99tuEfNA8Qcg
The Cedar Kitchen,5 Queen Street S,Tottenham,L0G 1W0,44.0222525,-79.8054496,4,1,2,NA,NA,NA,"Salad, Sandwiches, Burgers, Restaurants",yxAw_NtCqtvFPXGq4C1f5A
Tequila Bookworm,512 Queen Street W,Toronto,M5V 2B3,43.6477931857,-79.4015868019,3.5,1,2,True,False,True,"Food, Coffee & Tea, Bookstores, Books, Mags, Music & Video, Restaurants, Bars, Sandwiches, Shopping, Nightlife, Lounges",qNFHmH-qo7Ia2vv0IK72ug
Kimono Japanese Grill & Sushi,359 Eglinton Avenue W,Toronto,M5N 1A3,43.7041845,-79.4100306,3,1,2,True,True,False,"Food Delivery Services, Restaurants, Thai, Food, Asian Fusion, Japanese, Sushi Bars",FMKaY9ob7ZSxFHT7fBROHg
Eggette Hut,"3255 Highway 7, Suite 36B",Markham,L3R 3P3,43.8488430144,-79.3476528302,4,1,1,True,False,False,"Food, Restaurants, Waffles, Desserts",_HaInUKHqcnPTQcGWNp2Eg
Noble Coffee,1421 Bloor Street W,Toronto,M6P 3L4,43.657146264,-79.4478765875,4.5,1,2,True,False,False,"Food, Restaurants, Coffee & Tea, Sandwiches, Cafes",k99J9BJuHeUBNOCxV6D97A
Raj Mahal Indian Cuisine,"1881 Steeles Avenue W, Dufferin Corners",Toronto,M3H 5Y4,43.7863224,-79.4688943,4.5,1,NA,True,True,NA,"Vegetarian, Indian, Kebab, Restaurants",8Zjij16AkcnokBQ2w6yXwg
Urban Eatery at the Eaton Centre,"Eaton Centre, 220 Yonge St, Ste 110",Toronto,M5B 2L7,43.6557636173,-79.3811774254,3.5,1,2,True,False,False,"Food, Burgers, Restaurants, Vegetarian, Fast Food",5-KisjcYyWN6Fwcp-wDYmw
Super Zamani,6120 Yonge St,Toronto,M2M 3W8,43.7915874,-79.4188972,2.5,1,NA,False,False,NA,"Restaurants, Grocery, Persian/Iranian, Halal, Food",85-hoogKT4MR5eTqffpxAA
Parmigiana Sandwiches,"180 Winges Road, Unit 8",Woodbridge,L4L 6C7,43.7869967,-79.5481384,4.5,1,2,True,True,False,"Restaurants, Sandwiches, Comfort Food, Italian, Fast Food",7skIQa_9nrcDU1A5KPJwCQ
Yes To Fresh,"41 Jarvis Street, Unit 3",Toronto,M5E 1C4,43.650276,-79.3716277,4,0,1,True,NA,False,"Sandwiches, Live/Raw Food, Restaurants",nfT1yN0oDleBlDsP-c1MRw
The Hive Esports,49 St. Clair Avenue W,Toronto,M4V 1L3,43.6875123122,-79.3959570676,3.5,1,NA,True,NA,True,"Event Planning & Services, Food, Arts & Entertainment, Sports Bars, Arcades, Nightlife, Bars, Internet Cafes, Venues & Event Spaces",j2BIk42xD13N0vbTgtJghw
La Creole,810 Saint Clair Avenue W,Toronto,M6C 1B6,43.6808858,-79.4303072,4,0,2,True,True,False,"Event Planning & Services, Music Venues, Cajun/Creole, Haitian, Caterers, Restaurants, French, Arts & Entertainment, Party & Event Planning, Caribbean, Nightlife",qTBT6UDQP5-GSrB-UTn5CQ
Taste of Guang Xi,"3235 Highway 7 E, Unit 28",Markham,L3R 3P9,43.8488084317,-79.3478162722,3.5,1,NA,NA,False,NA,"Restaurants, Noodles",wFVkY5aYMLvnP_Ted9v08Q
Barrio Cerveceria,884 Queen Street E,Toronto,M4M 1J3,43.660538,-79.3434845,3,1,2,True,False,True,"Restaurants, Mexican, Nightlife, Bars",DXl9YviWyzAwMeUtrBPW7w
The Suya Spot,10-12 Bradstock Road,Toronto,M9M 1M8,43.7397277,-79.5385519,2.5,1,2,True,NA,False,"Afghan, African, Restaurants",hlfk9WZxWMk6gHbsazhvTg
Camros Organic Eatery,25 Hayden Street,Toronto,M4Y 2P2,43.6695258,-79.3855113,4,0,2,True,False,False,"Gluten-Free, Restaurants, Specialty Food, Shopping, Buffets, Vegetarian, Food, Persian/Iranian, Vegan, Health Markets",SrCJQDmIRGxXll9d_RkR3A
Ayce Sushi,"Square One, Right Next To The Bay Facing City Hall",Mississauga,L5B 2C9,43.5917324362,-79.6420296567,1.5,0,2,True,True,False,"Canadian (New), Restaurants",Bi2tgAbvfPfEByHwlFtQ1g
Freshii,1560 Yonge St,Toronto,M4T 2S9,43.6894573,-79.3950643,2.5,1,2,True,True,False,"Restaurants, Salad, Sandwiches, Vegetarian, Fast Food",AnE8XM7U07BI09lJH1WLbw
General Thai Chinese Cuisine & Vegetarian,15531 Yonge Street,Aurora,L4G 1P3,44.0067614,-79.4687848,4,1,2,True,True,False,"Vegetarian, Thai, Restaurants, Chinese",Y3Mwhwj3TmF7ka552_sY_A
Resto Boemo,111 Richmond Street W,Toronto,M5H 3K6,43.6503522,-79.3837951,4,1,NA,True,False,True,"Comfort Food, Italian, Restaurants",8Q_pczH1uBghV495-Ba6WA
Cut The Cheese,2901A Dundas Street W,Toronto,M6P 1Z1,43.6654363825,-79.4661390781,3.5,0,2,True,False,False,"Comfort Food, Canadian (New), American (New), Restaurants",PzEhfwOztHKYYv_NPok2WQ
Wasabi Grill and Noodle,"5140 Yonge Street, Unit F1, North York City Centre",Toronto,M2N 7J8,43.7686144,-79.4128358,2.5,1,NA,True,NA,NA,"Food Court, Fast Food, Chinese, Restaurants",Zp8PkqNJp2bpS_wJhvPJ-Q
Tim Hortons,1195 Danforth Avenue,Toronto,M4J 1M7,43.681346,-79.3319114,2.5,1,NA,False,False,False,"Sandwiches, Breakfast & Brunch, Restaurants, Food, Bagels, Coffee & Tea",qcOXimJzxK9S1L0OhCwzPg
Yard Sale Bar,1062 Gerrard Street E,Toronto,M4M 1Z7,43.6693425065,-79.3356175923,4.5,1,NA,NA,NA,True,"Bars, Cocktail Bars, Restaurants, Nightlife, Tapas/Small Plates",ShmZE_Z_RhWu0500k6M2LA
Subway,"5150 Yonge Street, Unit F3",Toronto,M2N 6L6,43.7686976,-79.4131633,2.5,1,1,True,False,False,"Sandwiches, Food Court, Fast Food, Restaurants",6XszstcESgKljj1U11PVDQ
White Squirrel Snack Shop,507 Queen Street W,Toronto,M5V 2B4,43.6482406,-79.3987306,3.5,0,1,True,NA,False,"Cafes, Diners, Restaurants",TjgUGNiv7pHEYg1MInd9VQ
The Mission Eatery,"5915 Airport Road, Suite100",Mississauga,L4V 1T1,43.6873430859,-79.6077754721,4,1,1,True,False,False,"Asian Fusion, Local Flavor, Food, Breakfast & Brunch, Restaurants, Cafes, Salad, Sandwiches",0C6uuZBD7xKS-uucgwoyQw
Estonian House Cafe,958 Broadview Avenue,East York,M4K 2R6,43.6817984,-79.3579081,4,1,1,NA,NA,NA,"Cafes, Restaurants",LhZsPzCOVdYobQy9b5dPFA
Good Karma,1800 Shepard Ave E,Toronto,M2J 5A7,43.7779901,-79.3440914,4,1,NA,NA,True,NA,"Restaurants, Indian",BjO1LhOE1yH4j3-XfAckAw
Al Madina Halal Meat,"9699 Jane Street, Unit 9",Vaughan,L6A 3X5,43.8453259068,-79.5349125566,4,1,NA,True,NA,NA,"Halal, Food, Restaurants, Butcher, Indian",ocgIMnZ5J-zOhTxBkRIgHg
Steam Whistle Biergarten,255 Bremner Boulevard,Toronto,M5V 3M9,43.640893,-79.385557,3.5,1,NA,NA,NA,NA,"Restaurants, German",SNHRPLtAnxLxnin2behylQ
Kokkino Lounge,414 Danforth Ave,Toronto,M4K 1P3,43.6778545,-79.3512354,2.5,0,2,True,False,True,"Restaurants, Nightlife, Lounges, Mediterranean, Bars, Greek",KWdRUyN6H5NIOiP37I9psg
Marca Trattoria,96 Main Street N,Markham,L3P 1X7,43.8775272,-79.2607349,3.5,0,2,True,False,False,"Italian, Restaurants, Event Planning & Services, Venues & Event Spaces",miUmZ27vC-gHoyEmUQMYuQ
Baldini Restaurant,1012 Queen Street E,Toronto,M4M 1K1,43.661393,-79.339038,3.5,1,2,True,False,False,"Pizza, Restaurants, Gluten-Free, Italian",wQMw6kc24uUQqqUGxe3Ztg
Asian Kitchen,"633 Silver Star Boulevard, Unit F8",Toronto,M1V 5N1,43.822058,-79.298592,2.5,1,NA,NA,NA,NA,"Restaurants, Chinese",Cfj526DoysI9UvojIrRsUw
Bagel Stop,199 Bay Street,Toronto,M5L 1G5,43.6481326,-79.3795089,2,1,NA,True,NA,NA,"Breakfast & Brunch, Restaurants, Sandwiches",HAxXZkoG57Tq5tzxEL2uzQ
Lone Star Texas Grill,18277 Yonge Street,East Gwillimbury,L9N 0A2,44.0745861,-79.4845817,3,1,2,True,False,True,"Mexican, Restaurants, Steakhouses, Burgers, Tex-Mex",cNhg02JDqlEbCF4EsXHrPQ
Hi Tea,575 Yonge Street,Toronto,M4Y 1Z2,43.6655380039,-79.3847890198,2.5,0,2,True,False,False,"Comfort Food, Food, Desserts, Coffee & Tea, Restaurants",mlHwA-JpSi7hU3xnEu7aQw
Lazeez Shawarma,"1225 Kennedy Road, Unit B1",Scarborough,M1P 4Y1,43.7561237401,-79.2760807648,2.5,1,NA,True,False,NA,"Restaurants, Mediterranean, Middle Eastern",2NQP9AyWorsGuDm_jGd1Qg
Treehouse Play Centre,9688 Leslie Street,Richmond Hill,L4B 4C4,43.8729182,-79.3900656,4.5,1,NA,False,False,False,"Event Planning & Services, Cafes, Summer Camps, Food, Playgrounds, Party & Event Planning, Coffee & Tea, Venues & Event Spaces, Kids Activities, Restaurants, Active Life",gg62odhAf0bHAvCaTaaEhQ
Akita Sushi,252 Queen Street E,Brampton,L6W 2B5,43.7013119,-79.7430911,2,0,2,NA,NA,NA,"Food, Restaurants, Sushi Bars",D2_vj9sjgh--p2kGDUvfXw
Sunset Grill,3-3021 Argentia Rd,Mississauga,L5N 8P7,43.5968235,-79.7856524,3,1,2,True,False,False,"Restaurants, Diners, American (Traditional), Canadian (New), Breakfast & Brunch",BosHv6PCo9rLGYc6Iu6TyA
Alara Restaurant,2044 Sheppard Ave E,Toronto,M2J 5B3,43.7749852,-79.3311183,2.5,0,2,True,True,True,"Turkish, Restaurants",sfJb8mHuXRVQIuY7sACqWw
Swiss Chalet Rotisserie & Grill,2555 Victoria Park Ave,Toronto,M1T 1A3,43.7733050681,-79.3217043851,3,1,2,True,True,False,"Restaurants, Comfort Food, American (Traditional), Barbeque",O1QugfyKD4G636jV43-vkw
McCarthy's Irish Pub,1801 Gerrard Street E,Toronto,M4L 2B5,43.6780488,-79.3147736,4,0,1,NA,False,True,"Nightlife, Bars, Restaurants, Irish, Pubs",qim0lD112TkDhm8ZyQlRnA
Magic Noodle,"1383 16th Avenue, Unit D",Richmond Hill,L4B 1J3,43.861362,-79.389663,3,1,2,True,False,False,"Restaurants, Chinese, Food",rwKJHC-DE2aLTZiS_xFy7g
Victoria's Restaurant,37 King Street E,Toronto,M5C 1E9,43.6493599063,-79.376230079,3.5,1,3,False,False,False,"Restaurants, Tea Rooms, Food, British, Breakfast & Brunch",OLiq1Ud76KyaBry257YX3w
Tea Shop 168,180 Steeles Avenue W,Thornhill,L4J 2L1,43.7975158,-79.4268149,3,1,1,True,False,False,"Food, Desserts, Coffee & Tea, Chinese, Restaurants",2ZHk1x5ZH687aPVo4ElYAA
Fishman Lobster Clubhouse Restaurant,4020 Finch Avenue E,Toronto,M1S 3T6,43.8019756,-79.295159,4,1,3,True,False,False,"Seafood, Restaurants, Chinese, Live/Raw Food",_xAJZOKBMPOe47p1MphB2w
Habits Gastropub,928 College Street,Toronto,M6H 1A4,43.6538869245,-79.4258462167,3.5,0,2,False,False,True,"Nightlife, Gastropubs, Lounges, Bars, Restaurants, Cafes",Kbba1E_X0cQNEYVA_bPQog
Defina Wood Fired,1485 Dupont Street,Toronto,M6P 3S2,43.6658231,-79.4502269,3.5,1,NA,NA,NA,NA,"Restaurants, Italian, Pizza",AKews7AVm9e0QroGWcvUMA
Sweet Lulu,471 Church Street,Toronto,M4Y,43.6644639,-79.3802595,3.5,0,2,True,True,False,"Restaurants, Asian Fusion",4yWVfUi6Z84UTNrJu82AhQ
Sadie's Diner & Juice Bar,504 Adelaide Street W,Toronto,M5V 1T5,43.6457876,-79.4007876,3.5,0,2,True,False,False,"Diners, Restaurants, Breakfast & Brunch, Food, Vegetarian, Juice Bars & Smoothies",0LxAyxAnnCXq3KdLlq-APg
Mahogany Grill,"Sheraton Gateway Hotel, Pearson Toronto Airport, Terminal 3",Mississauga,,43.6866817849,-79.619836419,2.5,1,3,True,False,True,"Restaurants, Canadian (New)",60iTLJEy07ZBIKuwazeMPQ
Dejavu Mediterranean Cuisine,"16655 Yonge St, Unit 11/12",Newmarket,L3X 1V6,44.035407,-79.473685,4,1,2,True,True,NA,"Restaurants, Mediterranean, Middle Eastern",KA7pIWtRA5jRXxAQZ_DRYg
ViPei Bistro,3334 Yonge Street,Toronto,M4N 2M4,43.7315306,-79.4040711,4,0,2,True,False,False,"Italian, Breakfast & Brunch, Restaurants, Canadian (New)",0xy5_iqOYWp_XRXpeb-IFQ
Downsview Restaurant,2865 Keele Street,North York,M3M 2G7,43.7327428,-79.4831309,5,1,NA,NA,NA,NA,"Breakfast & Brunch, Restaurants, Seafood",emcLx6ISegC-mppJSpNQiA
The Cedar Grill,16655 Yonge Street,Newmarket,L3X 1V6,44.0353076,-79.4734226,3,0,2,True,False,True,"Lebanese, Mediterranean, Food, Middle Eastern, Restaurants",PzqdGV9Jf6Np59JYcWTM1Q
Andiamo Pasta Plus,135 Queen Street S,Mississauga,L5M 1K8,43.5832900044,-79.7156857699,4,1,2,True,False,False,"Restaurants, Italian",se_Wm2uZx2GOcc_m_h9mEg
Ceylon Spice by Esther,"2 Bloor St W, L35",Toronto,M5T 1G1,43.6704774683,-79.3872740865,3,1,NA,NA,NA,NA,"Food Court, Restaurants, Indian, Sri Lankan",FLTgadyh5s8JIBwgR_xxyA
Zoup!,"200 Front Street West, Toronto",Toronto,M5V 3K2,43.6449355,-79.386151,3,1,2,NA,NA,NA,"Salad, Soup, Restaurants, Sandwiches",hjvPxyxPLFOCxdNm15IDug
Clandestina Tacos & Churros,2107 Yonge Street,Toronto,M4S 2A4,43.7032297,-79.3972786,3,1,NA,NA,NA,True,"Restaurants, Mexican",PsQ4G4-lGkKfEDwffEvc1w
WVRST Union Station,65 Front Street West,Toronto,M5J 1E6,43.6453197,-79.3804062,4,1,2,True,False,False,"Restaurants, Beer Bar, Nightlife, German, Bars",Iu-I5LHQ4cDuPnG64gC_vA
Ravi Soups,2535 Dundas Street W,Toronto,M6P,43.661585,-79.455197,4.5,0,2,True,False,True,"Restaurants, Sandwiches, Soup",E4IXpaTXmaE3h48Ag2YUAw
Salty Dog Bar & Grill,1980 Queens Street E,Toronto,M4L 1J2,43.669984,-79.30087,3.5,1,2,True,False,True,"Canadian (New), Nightlife, Restaurants, Pubs, Bars",HOZViPqF0XRqmkinHO86YQ
Hutaoli Music Restaurant & Bar,"3760 Highway 7 E, Unit 1",Markham,L3R 0N2,43.8566329,-79.3325613,3.5,1,3,True,False,False,"Food, Bars, Jazz & Blues, Arts & Entertainment, Beer, Wine & Spirits, Music Venues, Wine Bars, Chinese, Nightlife, Restaurants",ikWxEkcUQwWX_QuvTwqUKA
Funny Bones Games Lounge & Café,3029 Lake Shore Boulevard W,Toronto,M8V 1K5,43.5997979,-79.5088569,5,1,NA,NA,NA,NA,"Event Planning & Services, Tabletop Games, Shopping, Restaurants, Cafes, Party & Event Planning, Bars, Nightlife",ILpYdWLHFXC3dvW9cXPzcg
The Manor,"16750 Weston Road, Unit A",King,L7B 0C7,44.007103,-79.602347,3,1,3,False,False,True,"Restaurants, Breakfast & Brunch, Event Planning & Services, Venues & Event Spaces",CXIYPBfADfeOAfYJSPAs1A
The Roost Cafe,12974 Keele Street,King City,L7B 1H8,43.9271521,-79.5280564,4.5,1,1,True,False,True,"Restaurants, Cafes",LuiZFE9B-XRAkpAOIkIUcw
Top Gun Steak & Burgers,"1960 Lawrence Avenue E, Unit 3",Toronto,M1R 2Z1,43.7451846,-79.2984802,3.5,1,2,True,True,False,"Burgers, Halal, Restaurants, Steakhouses",PbCI9qi0peAzhA7R1xtQlg
